feature,importance
MFGS_OPEN,0.016425176443342022
NNSBP_VOLUME,0.01642500759664604
EELT_HIGH,0.016406054705191082
CBOM_LOW,0.016388811994680282
KLVZ_HIGH,0.016354476691723106
SPBE_VOLUME,0.016328173116145872
BRZL_HIGH,0.0163204332509638
ZVEZ_LOW,0.016224290422391503
EELT_CLOSE,0.01616505477658497
BRV5_HIGH,0.016131226505266553
CHMF_CLOSE,0.016120646424278167
PAZA_HIGH,0.01612053469425641
SLEN_LOW,0.015969456824997477
OKEY_OPEN,0.015914439280628277
OMZZP_HIGH,0.015869647584620002
IRKT_CLOSE,0.015841013893476853
MGNT_HIGH,0.015806445977710932
X5_VOLUME,0.01579545858728118
CBOM_OPEN,0.015784008838365293
LVHK_LOW,0.015754843869175552
KZOSP_LOW,0.015749924676692527
IGST_HIGH,0.01571939376811162
PRMB_VOLUME,0.015661738300891338
KRSBP_LOW,0.015659295674911474
VKCO_HIGH,0.01564089450579487
CHMF_OPEN,0.015636898983360376
MDMG_VOLUME,0.015568471242286983
OZPH_CLOSE,0.015545994980623921
DATA_OPEN,0.015545266418275937
AVAN_CLOSE,0.015538480567452384
GECO_OPEN,0.015527377850662003
ETLN_HIGH,0.01550990121966068
SBER_VOLUME,0.01548553898251854
DIAS_HIGH,0.01543128160576713
AMEZ_HIGH,0.015402877190183356
SBERP_HIGH,0.015324862138138528
UTAR_HIGH,0.015324043913794485
MRKV_CLOSE,0.015309820070535001
POSI_LOW,0.015299759348093989
WTCMP_LOW,0.015294788276250812
LSNGP_LOW,0.015248569629930772
RNFT_OPEN,0.015228437837110859
AFLT_HIGH,0.015194328575324413
YDEX_LOW,0.015107714463117155
EUR_RUB__TOM_OPEN,0.015034159608622158
WUSH_CLOSE,0.014985234383332623
NNSB_HIGH,0.014946117251972682
LENT_LOW,0.014901907594752517
OGKB_LOW,0.014896711914119952
GECO_HIGH,0.014894513349402052
NSVZ_HIGH,0.01487704941450283
KCHE_VOLUME,0.014866826444358472
UTAR_OPEN,0.014826219721747497
RTKM_CLOSE,0.014775859931097262
URKZ_CLOSE,0.014759737999795608
ZAYM_LOW,0.014728601170739741
NKSH_CLOSE,0.014724445034533734
DATA_CLOSE,0.014724175874172614
SVCB_OPEN,0.014683644224377746
VKCO_OPEN,0.014661444365909332
STSBP_VOLUME,0.014627754516250138
SBER_LOW,0.01457567352783684
SAGOP_CLOSE,0.014499562003170924
ASTR_HIGH,0.01447511534565687
MISB_HIGH,0.014450470830775839
IMOEX_CLOSE,0.014446708843988553
