Date,GAZP_Open,GAZP_Close,GAZP_Volume,SBER_Open,SBER_Close,SBER_Volume,LKOH_Open,LKOH_Close,LKOH_Volume,ROSN_Open,ROSN_Close,ROSN_Volume,YNDX_Open,YNDX_Close,YNDX_Volume,KeyRate,GAZP_TARGET_DIRECTION,SBER_TARGET_DIRECTION,LKOH_TARGET_DIRECTION,ROSN_TARGET_DIRECTION,YNDX_TARGET_DIRECTION
2023-03-14,158.89,161.0,17511280.0,171.61,175.71,89325670.0,4059.0,4063.0,364334.0,362.4,364.55,2803166.0,1912.2,1901.2,384094.0,17.0,-1,-1,-1,-1,-1
2023-03-15,161.69,159.68,24955980.0,176.0,175.3,79930290.0,4077.0,4022.0,540003.0,365.0,357.95,3639368.0,1906.8,1864.2,544153.0,17.0,1,1,1,1,-1
2023-03-16,159.85,159.71,20918470.0,174.94,175.45,51534160.0,4013.0,4084.0,628469.0,356.25,359.2,2208146.0,1855.0,1851.0,1265769.0,17.0,1,1,1,1,1
2023-03-17,160.19,163.29,41756740.0,183.0,193.59,388164850.0,4095.0,4111.5,921975.0,360.3,365.2,4452974.0,1859.8,1898.0,674292.0,17.0,1,1,1,1,1
2023-03-20,164.4,175.7,128096680.0,196.02,203.73,156714250.0,4128.0,4228.5,961015.0,366.3,377.4,6769923.0,1900.0,1910.0,666187.0,17.0,-1,-1,-1,-1,-1
2023-03-21,176.0,170.55,107470840.0,204.76,203.32,122583960.0,4230.0,4216.5,886701.0,379.5,371.8,6554295.0,1915.0,1887.6,464576.0,17.0,-1,-1,-1,1,1
2023-03-22,170.0,168.72,38941190.0,203.4,202.89,57568140.0,4216.0,4192.5,419844.0,371.0,375.5,3346310.0,1885.0,1887.8,368753.0,17.0,1,-1,-1,-1,1
2023-03-23,168.72,168.84,18755770.0,202.53,202.58,26650230.0,4199.5,4177.5,373939.0,375.7,374.45,1746571.0,1886.2,1902.0,264221.0,17.0,1,1,1,1,-1
2023-03-24,169.23,169.03,14775980.0,202.86,203.57,24325540.0,4178.0,4206.5,242457.0,375.1,377.25,1230966.0,1905.0,1886.4,183604.0,17.0,1,1,1,1,1
2023-03-27,170.2,172.33,36031430.0,204.01,211.84,101521380.0,4230.0,4322.0,586534.0,378.95,383.25,2928598.0,1888.4,1919.6,370705.0,17.0,-1,1,-1,-1,1
2023-03-28,172.94,171.07,27050730.0,212.86,214.03,73901050.0,4331.0,4320.0,490573.0,384.2,381.5,2270117.0,1923.6,1929.6,353808.0,17.0,-1,1,1,1,-1
2023-03-29,171.58,170.95,22448680.0,214.85,217.99,96682530.0,4323.0,4342.0,421821.0,383.0,385.45,3176687.0,1932.4,1919.6,271669.0,17.0,1,-1,1,1,-1
2023-03-30,170.78,171.71,14713810.0,217.3,216.87,40886950.0,4349.5,4382.5,440238.0,385.55,386.15,1701207.0,1919.6,1917.4,230387.0,17.0,-1,-1,-1,-1,-1
2023-03-31,172.0,169.83,31382430.0,217.2,216.6,88081360.0,4379.0,4352.5,675588.0,386.95,380.9,3101882.0,1924.0,1901.6,304841.0,17.0,1,-1,1,1,1
2023-04-03,170.99,170.38,22791210.0,218.45,216.09,55175630.0,4499.5,4473.5,1131475.0,393.8,390.9,6386926.0,1910.6,1913.0,225470.0,17.0,1,-1,1,-1,-1
2023-04-04,171.0,172.55,73197080.0,216.2,214.83,45803380.0,4491.5,4510.5,918078.0,391.9,390.0,3245886.0,1917.0,1905.0,345785.0,17.0,1,1,1,-1,1
2023-04-05,172.55,173.86,32905650.0,214.65,216.15,46177490.0,4509.5,4540.0,559414.0,390.3,389.7,2653529.0,1905.8,1907.2,201797.0,17.0,-1,-1,1,1,1
2023-04-06,174.02,171.6,30250960.0,216.3,214.25,39061450.0,4541.5,4585.0,937866.0,390.0,389.8,2661881.0,1907.2,1912.8,422190.0,17.0,1,1,1,1,1
2023-04-07,171.5,173.09,17927510.0,214.5,216.27,29198130.0,4610.5,4637.0,642433.0,390.75,391.7,1794366.0,1917.0,1919.8,196362.0,17.0,1,1,1,1,1
2023-04-10,173.55,174.54,23369990.0,217.1,222.21,85196000.0,4636.0,4650.5,605838.0,391.75,393.5,2516249.0,1925.0,1993.0,1386407.0,17.0,1,-1,-1,-1,-1
2023-04-11,175.5,177.18,118205120.0,222.9,218.6,98538370.0,4650.5,4620.0,898479.0,395.0,388.35,3450707.0,1998.0,1952.2,1083195.0,17.0,1,1,1,1,1
2023-04-12,178.32,178.75,37417720.0,218.6,219.22,44767540.0,4668.0,4670.0,937989.0,388.5,390.9,1483006.0,1962.0,1953.6,309953.0,17.0,-1,1,-1,-1,1
2023-04-13,179.1,178.73,30771170.0,219.49,219.85,32672160.0,4686.0,4612.5,903150.0,391.75,390.1,1103838.0,1959.4,1954.0,243763.0,17.0,1,1,1,1,-1
2023-04-14,179.0,179.5,20380880.0,220.0,221.87,43316040.0,4612.5,4618.0,956035.0,389.95,392.4,2199947.0,1957.0,1945.0,178518.0,17.0,1,1,1,1,1
2023-04-17,180.85,181.99,28695010.0,222.98,228.1,78797270.0,4660.0,4640.0,663501.0,395.0,395.85,2083987.0,1955.0,1964.8,334702.0,17.0,1,1,-1,1,1
2023-04-18,182.41,184.39,41506690.0,227.89,232.66,97770120.0,4649.5,4599.5,886105.0,396.0,397.0,2307018.0,1970.0,1981.4,422957.0,17.0,-1,1,-1,-1,1
2023-04-19,184.33,182.01,47950670.0,232.67,232.95,115713300.0,4600.0,4539.5,1233167.0,397.3,396.1,4246676.0,1987.0,1989.6,1006720.0,17.0,-1,1,1,1,1
2023-04-20,182.03,181.74,38613080.0,233.32,236.28,85093750.0,4539.5,4746.0,3660601.0,395.75,396.5,3423777.0,1996.2,2098.6,1934934.0,17.0,-1,-1,-1,1,-1
2023-04-21,182.0,181.72,20942550.0,237.4,235.17,115905760.0,4759.5,4729.5,855354.0,397.8,398.75,1856130.0,2106.6,2086.8,1233355.0,17.0,-1,-1,-1,1,-1
2023-04-24,181.48,181.56,44375970.0,235.07,235.1,30536770.0,4728.5,4710.5,531210.0,398.0,400.4,1470849.0,2087.0,2080.0,506596.0,17.0,-1,1,-1,-1,-1
2023-04-25,181.5,178.93,29273380.0,235.13,235.3,32187450.0,4714.0,4689.0,391565.0,399.8,396.45,1330774.0,2087.4,2059.4,408505.0,17.0,-1,-1,-1,-1,1
2023-04-26,179.05,178.38,16609200.0,235.6,235.21,24430320.0,4695.0,4659.0,646923.0,396.15,395.75,1231944.0,2063.0,2113.0,1088288.0,17.0,1,1,1,1,-1
2023-04-27,178.24,183.95,49286970.0,235.59,240.38,68311610.0,4659.0,4700.0,510777.0,396.0,398.25,1298205.0,2123.2,2101.6,1693389.0,17.0,-1,0,-1,-1,-1
2023-04-28,184.4,181.13,38845710.0,240.9,240.38,49583350.0,4710.0,4674.5,541274.0,398.9,393.8,2148857.0,2102.0,2070.6,626663.0,17.0,-1,1,-1,-1,-1
2023-05-02,181.0,177.97,33096090.0,242.2,242.62,83957810.0,4680.0,4581.0,856737.0,393.8,390.0,2596818.0,2075.0,2015.0,1006835.0,17.0,-1,-1,-1,-1,-1
2023-05-03,177.76,172.87,37664120.0,242.85,235.77,76827180.0,4581.0,4508.5,1108207.0,390.0,378.0,2929961.0,2028.6,1930.4,1079240.0,17.0,1,1,1,1,1
2023-05-04,173.23,173.66,20471210.0,236.89,238.89,53079590.0,4529.5,4547.5,491929.0,378.45,379.95,1921550.0,1935.0,1979.6,712315.0,17.0,-1,-1,-1,-1,-1
2023-05-05,173.66,172.09,22696940.0,239.24,237.7,61366140.0,4547.5,4509.0,433747.0,379.5,378.65,1812937.0,1979.4,1948.0,426605.0,17.0,-1,1,1,1,-1
2023-05-08,172.6,170.84,11491060.0,238.69,238.27,47865890.0,4524.5,4564.5,363539.0,379.9,381.1,678275.0,1949.0,1943.0,166172.0,17.0,1,-1,1,1,1
2023-05-10,171.3,175.53,50981740.0,216.5,227.06,156874740.0,4560.0,4716.0,1008279.0,381.0,392.1,2258482.0,1956.0,2008.8,657348.0,17.0,-1,1,1,-1,-1
2023-05-11,176.19,174.13,50340780.0,228.87,229.32,197302410.0,4728.5,4788.5,2368559.0,392.5,391.65,4194733.0,2030.0,2007.2,1236556.0,17.0,-1,-1,1,1,1
2023-05-12,174.3,173.95,23451420.0,231.0,229.29,70528170.0,4800.0,4819.0,973509.0,391.8,398.95,2479086.0,2000.0,2012.0,355081.0,17.0,1,1,1,1,1
2023-05-15,174.69,179.04,56172480.0,230.51,231.7,49090190.0,4840.0,5045.5,1879341.0,399.0,407.85,4928073.0,2020.0,2049.6,414173.0,17.0,-1,-1,1,1,-1
2023-05-16,179.9,177.05,51242280.0,232.4,230.62,36613690.0,5068.0,5086.0,1486446.0,409.0,410.75,3077580.0,2056.6,2045.6,370194.0,17.0,-1,-1,1,1,1
2023-05-17,176.9,176.3,37026420.0,229.86,230.55,31770380.0,5094.5,5097.0,692804.0,410.75,414.8,2880527.0,2047.4,2058.0,453021.0,17.0,-1,1,-1,-1,-1
2023-05-18,176.45,175.26,34013060.0,231.7,231.7,56228190.0,5110.0,5075.0,665351.0,416.0,414.1,2801715.0,2064.0,2032.8,443683.0,17.0,-1,-1,1,-1,1
2023-05-19,174.95,174.43,31830910.0,230.99,231.27,31639980.0,5070.0,5078.5,669407.0,414.25,413.65,2380757.0,2033.0,2223.2,6557118.0,17.0,-1,-1,1,1,1
2023-05-22,175.22,172.47,43986730.0,232.2,231.0,26487190.0,5112.0,5090.0,469490.0,417.0,424.5,4221302.0,2300.0,2300.0,3773233.0,17.0,-1,1,1,1,-1
2023-05-23,172.88,166.59,180771400.0,231.25,236.43,63010540.0,5094.0,5173.0,930012.0,425.15,424.8,3057676.0,2318.0,2242.8,1426676.0,17.0,-1,1,1,1,-1
2023-05-24,165.51,162.96,65947320.0,237.49,246.06,86011970.0,5185.0,5192.0,953702.0,425.1,436.0,5455339.0,2244.0,2220.0,1036457.0,17.0,-1,-1,1,-1,1
2023-05-25,163.0,162.3,39403460.0,246.1,243.76,70882360.0,5198.0,5203.5,858843.0,437.85,430.15,5216165.0,2222.0,2350.0,3408528.0,17.0,1,1,1,1,-1
2023-05-26,162.0,164.48,37679970.0,243.45,248.1,69202730.0,5207.5,5296.5,979241.0,428.85,432.9,3227713.0,2356.0,2322.0,1093150.0,17.0,0,0,0,0,0
2025-09-18,162.0,164.48,37679970.0,243.45,248.1,69202730.0,5207.5,5296.5,979241.0,428.85,432.9,3227713.0,2356.0,2322.0,1093150.0,17.0,0,0,0,0,0
2025-09-19,162.0,164.48,37679970.0,243.45,248.1,69202730.0,5207.5,5296.5,979241.0,428.85,432.9,3227713.0,2356.0,2322.0,1093150.0,17.0,0,0,0,0,0
2025-09-22,162.0,164.48,37679970.0,243.45,248.1,69202730.0,5207.5,5296.5,979241.0,428.85,432.9,3227713.0,2356.0,2322.0,1093150.0,17.0,0,0,0,0,0
2025-09-23,162.0,164.48,37679970.0,243.45,248.1,69202730.0,5207.5,5296.5,979241.0,428.85,432.9,3227713.0,2356.0,2322.0,1093150.0,17.0,0,0,0,0,0
2025-09-24,162.0,164.48,37679970.0,243.45,248.1,69202730.0,5207.5,5296.5,979241.0,428.85,432.9,3227713.0,2356.0,2322.0,1093150.0,17.0,0,0,0,0,0
2025-09-25,162.0,164.48,37679970.0,243.45,248.1,69202730.0,5207.5,5296.5,979241.0,428.85,432.9,3227713.0,2356.0,2322.0,1093150.0,17.0,0,0,0,0,0
