Date,Open,High,Low,Close,Volume
2023-03-16,1855.0,1882.0,1812.0,1851.0,1265769
2023-03-17,1859.8,1899.2,1847.2,1898.0,674292
2023-03-20,1900.0,1915.0,1881.0,1910.0,666187
2023-03-21,1915.0,1920.0,1866.0,1887.6,464576
2023-03-22,1885.0,1903.4,1866.6,1887.8,368753
2023-03-23,1886.2,1907.6,1885.2,1902.0,264221
2023-03-24,1905.0,1909.0,1880.0,1886.4,183604
2023-03-27,1888.4,1920.0,1888.4,1919.6,370705
2023-03-28,1923.6,1947.0,1920.8,1929.6,353808
2023-03-29,1932.4,1936.8,1907.0,1919.6,271669
2023-03-30,1919.6,1926.4,1911.0,1917.4,230387
2023-03-31,1924.0,1924.0,1888.4,1901.6,304841
2023-04-03,1910.6,1919.0,1902.6,1913.0,225470
2023-04-04,1917.0,1925.0,1896.4,1905.0,345785
2023-04-05,1905.8,1909.0,1892.0,1907.2,201797
2023-04-06,1907.2,1934.0,1906.2,1912.8,422190
2023-04-07,1917.0,1925.0,1910.4,1919.8,196362
2023-04-10,1925.0,1998.2,1922.2,1993.0,1386407
2023-04-11,1998.0,2019.0,1927.8,1952.2,1083195
2023-04-12,1962.0,1969.8,1935.2,1953.6,309953
2023-04-13,1959.4,1966.8,1942.0,1954.0,243763
2023-04-14,1957.0,1959.6,1940.0,1945.0,178518
2023-04-17,1955.0,1980.0,1948.0,1964.8,334702
2023-04-18,1970.0,1985.0,1953.0,1981.4,422957
2023-04-19,1987.0,2028.2,1962.0,1989.6,1006720
2023-04-20,1996.2,2100.0,1963.2,2098.6,1934934
2023-04-21,2106.6,2128.6,2062.0,2086.8,1233355
2023-04-24,2087.0,2108.2,2065.8,2080.0,506596
2023-04-25,2087.4,2088.2,2044.0,2059.4,408505
2023-04-26,2063.0,2125.0,2059.6,2113.0,1088288
2023-04-27,2123.2,2159.0,2082.0,2101.6,1693389
2023-04-28,2102.0,2108.0,2050.2,2070.6,626663
2023-05-02,2075.0,2099.0,1980.0,2015.0,1006835
2023-05-03,2028.6,2028.6,1922.2,1930.4,1079240
2023-05-04,1935.0,1992.4,1930.2,1979.6,712315
2023-05-05,1979.4,1988.2,1946.2,1948.0,426605
2023-05-08,1949.0,1969.0,1930.4,1943.0,166172
2023-05-10,1956.0,2012.0,1945.8,2008.8,657348
2023-05-11,2030.0,2052.0,1961.0,2007.2,1236556
2023-05-12,2000.0,2017.0,1991.0,2012.0,355081
2023-05-15,2020.0,2050.0,2013.2,2049.6,414173
2023-05-16,2056.6,2063.6,2022.0,2045.6,370194
2023-05-17,2047.4,2077.8,2028.0,2058.0,453021
2023-05-18,2064.0,2072.8,2026.0,2032.8,443683
2023-05-19,2033.0,2285.4,2020.0,2223.2,6557118
2023-05-22,2300.0,2371.4,2235.0,2300.0,3773233
2023-05-23,2318.0,2330.0,2212.2,2242.8,1426676
2023-05-24,2244.0,2256.4,2172.2,2220.0,1036457
2023-05-25,2222.0,2350.0,2165.6,2350.0,3408528
2023-05-26,2356.0,2357.6,2294.2,2322.0,1093150
