Date,Open,High,Low,Close,Volume
2023-03-31,4379.0,4389.0,4280.5,4352.5,675588
2023-04-03,4499.5,4508.5,4422.0,4473.5,1131475
2023-04-04,4491.5,4575.5,4476.5,4510.5,918078
2023-04-05,4509.5,4545.0,4460.0,4540.0,559414
2023-04-06,4541.5,4623.5,4475.5,4585.0,937866
2023-04-07,4610.5,4638.5,4520.0,4637.0,642433
2023-04-10,4636.0,4661.0,4620.0,4650.5,605838
2023-04-11,4650.5,4689.0,4575.0,4620.0,898479
2023-04-12,4668.0,4728.5,4630.0,4670.0,937989
2023-04-13,4686.0,4686.0,4590.0,4612.5,903150
2023-04-14,4612.5,4629.0,4553.5,4618.0,956035
2023-04-17,4660.0,4670.0,4629.5,4640.0,663501
2023-04-18,4649.5,4658.0,4583.5,4599.5,886105
2023-04-19,4600.0,4609.5,4528.0,4539.5,1233167
2023-04-20,4539.5,4794.5,4462.0,4746.0,3660601
2023-04-21,4759.5,4776.5,4711.0,4729.5,855354
2023-04-24,4728.5,4750.0,4692.5,4710.5,531210
2023-04-25,4714.0,4720.0,4678.0,4689.0,391565
2023-04-26,4695.0,4706.0,4627.5,4659.0,646923
2023-04-27,4659.0,4710.5,4655.0,4700.0,510777
2023-04-28,4710.0,4710.0,4641.5,4674.5,541274
2023-05-02,4680.0,4705.0,4552.0,4581.0,856737
2023-05-03,4581.0,4638.0,4491.0,4508.5,1108207
2023-05-04,4529.5,4564.5,4512.5,4547.5,491929
2023-05-05,4547.5,4557.5,4501.5,4509.0,433747
2023-05-08,4524.5,4599.5,4517.5,4564.5,363539
2023-05-10,4560.0,4716.0,4559.0,4716.0,1008279
2023-05-11,4728.5,4849.5,4681.0,4788.5,2368559
2023-05-12,4800.0,4842.5,4751.0,4819.0,973509
2023-05-15,4840.0,5055.0,4838.0,5045.5,1879341
2023-05-16,5068.0,5120.0,5020.5,5086.0,1486446
2023-05-17,5094.5,5120.0,5060.5,5097.0,692804
2023-05-18,5110.0,5120.0,5070.0,5075.0,665351
2023-05-19,5070.0,5078.5,5013.0,5078.5,669407
2023-05-22,5112.0,5116.0,5057.0,5090.0,469490
2023-05-23,5094.0,5174.0,5065.0,5173.0,930012
2023-05-24,5185.0,5215.0,5142.0,5192.0,953702
2023-05-25,5198.0,5209.0,5160.5,5203.5,858843
2023-05-26,5207.5,5298.5,5203.0,5296.5,979241
