TICKER,ACCURACY,PRECISION,RECALL,F1_SCORE,STATUS
NKSH,0.6418918918918919,0.6458852730281301,0.6418918918918919,0.6419893636874768,SUCCESS
NLMK,0.75,0.7500351491948131,0.75,0.74997499749975,SUCCESS
NMTP,0.6824324324324325,0.6798069498069499,0.6824324324324325,0.6809939883651224,SUCCESS
NNSBP,0.6351351351351351,0.6495670690738854,0.6351351351351351,0.6401773000571398,SUCCESS
NNSB,0.668918918918919,0.6709919283090015,0.668918918918919,0.6666503459981722,SUCCESS
NSVZ,0.7094594594594594,0.7131126889601466,0.7094594594594594,0.7101689189189189,SUCCESS
NVTK,0.7027027027027027,0.7006241410902428,0.7027027027027027,0.7002951872137918,SUCCESS
OGKB,0.6418918918918919,0.6436617155711404,0.6418918918918919,0.6417786881704407,SUCCESS
OKEY,0.7297297297297297,0.7396870554765291,0.7297297297297297,0.7287360890302066,SUCCESS
OMZZP,0.6621621621621622,0.6535638899769335,0.6621621621621622,0.655925155925156,SUCCESS
OZON,0.75,0.7542997542997544,0.75,0.7431459001374255,SUCCESS
OZPH,0.7905405405405406,0.7905405405405406,0.7905405405405406,0.7605352062588904,SUCCESS
PAZA,0.5743243243243243,0.6141602832779303,0.5743243243243243,0.5828740734623088,SUCCESS
PHOR,0.6351351351351351,0.6433397683397682,0.6351351351351351,0.6363725763361906,SUCCESS
PIKK,0.6554054054054054,0.6469632898204327,0.6554054054054054,0.6480940041412759,SUCCESS
PLZL,0.6283783783783784,0.6327220077220077,0.6283783783783784,0.62800101172136,SUCCESS
PMSBP,0.6351351351351351,0.6319392127318956,0.6351351351351351,0.632336238468314,SUCCESS
PMSB,0.6824324324324325,0.6852802321552321,0.6824324324324325,0.6838039370568647,SUCCESS
POSI,0.7162162162162162,0.718959868959869,0.7162162162162162,0.717067620732654,SUCCESS
PRFN,0.6351351351351351,0.6459679788484136,0.6351351351351351,0.6381847087729441,SUCCESS
PRMB,0.5608108108108109,0.5408126369612856,0.5608108108108109,0.5486702127659574,SUCCESS
PRMD,0.722972972972973,0.744250461641766,0.722972972972973,0.7305550086037891,SUCCESS
QIWI,0.6824324324324325,0.6683937526042788,0.6824324324324325,0.6743848785687824,SUCCESS
RAGR,0.8378378378378378,0.845872899926954,0.8378378378378378,0.8268357096386472,SUCCESS
RASP,0.668918918918919,0.6720184013801035,0.668918918918919,0.6704161098897942,SUCCESS
RBCM,0.6216216216216216,0.629703136826171,0.6216216216216216,0.6234519938423466,SUCCESS
RDRB,0.5945945945945946,0.5871026849703722,0.5945945945945946,0.5878414128414128,SUCCESS
RENI,0.7027027027027027,0.7057363485934914,0.7027027027027027,0.7041655057118975,SUCCESS
RGSS,0.6891891891891891,0.6976827728471144,0.6891891891891891,0.6930407031213482,SUCCESS
RKKE,0.6486486486486487,0.6288391972535196,0.6486486486486487,0.6328841316564089,SUCCESS
RNFT,0.7432432432432432,0.7513513513513513,0.7432432432432432,0.7467957648370019,SUCCESS
